#          FTT         Ub/Uref          Force*      Ma_max  accu_cnt      uu_RS_chk          k_chk     GPU_min          Error         CV_uu%          CV_k%   Conv
      0.130096    0.0851875624    0.6510858048    0.003290         0   0.000000e+00   0.000000e+00      2.0807   3.479551e-03  -1.000000e+00  -1.000000e+00      0
      0.130327    0.0854840030    0.6510858048    0.003301         0   0.000000e+00   0.000000e+00      2.0827   3.467791e-03  -1.000000e+00  -1.000000e+00      0
      0.130558    0.0857809414    0.6537963988    0.003312         0   0.000000e+00   0.000000e+00      2.0848   3.461589e-03  -1.000000e+00  -1.000000e+00      0
      0.130789    0.0860783642    0.6537963988    0.003323         0   0.000000e+00   0.000000e+00      2.0868   3.455256e-03  -1.000000e+00  -1.000000e+00      0
      0.131020    0.0863758124    0.6565047709    0.003334         0   0.000000e+00   0.000000e+00      2.0889   3.443652e-03  -1.000000e+00  -1.000000e+00      0
      0.131252    0.0866742175    0.6565047709    0.003346         0   0.000000e+00   0.000000e+00      2.0909   3.442836e-03  -1.000000e+00  -1.000000e+00      0
      0.131483    0.0869726835    0.6565047709    0.003357         0   0.000000e+00   0.000000e+00      2.0930   3.431720e-03  -1.000000e+00  -1.000000e+00      0
      0.131714    0.0872716563    0.6592109134    0.003368         0   0.000000e+00   0.000000e+00      2.0950   3.425772e-03  -1.000000e+00  -1.000000e+00      0
      0.131945    0.0875712243    0.6592109134    0.003379         0   0.000000e+00   0.000000e+00      2.0971   3.420850e-03  -1.000000e+00  -1.000000e+00      0
      0.132176    0.0878709154    0.6592109134    0.003391         0   0.000000e+00   0.000000e+00      2.0991   3.410583e-03  -1.000000e+00  -1.000000e+00      0
      0.132407    0.0881716352    0.6619148179    0.003402         0   0.000000e+00   0.000000e+00      2.1012   3.410619e-03  -1.000000e+00  -1.000000e+00      0
      0.132638    0.0884725629    0.6619148179    0.003414         0   0.000000e+00   0.000000e+00      2.1032   3.401367e-03  -1.000000e+00  -1.000000e+00      0
      0.132869    0.0887740511    0.6646164745    0.003425         0   0.000000e+00   0.000000e+00      2.1053   3.396130e-03  -1.000000e+00  -1.000000e+00      0
      0.133100    0.0890762307    0.6646164745    0.003437         0   0.000000e+00   0.000000e+00      2.1074   3.392371e-03  -1.000000e+00  -1.000000e+00      0
      0.133331    0.0893785520    0.6646164745    0.003448         0   0.000000e+00   0.000000e+00      2.1094   3.382481e-03  -1.000000e+00  -1.000000e+00      0
      0.133562    0.0896818385    0.6673158735    0.003460         0   0.000000e+00   0.000000e+00      2.1115   3.381805e-03  -1.000000e+00  -1.000000e+00      0
      0.133793    0.0899853063    0.6673158735    0.003472         0   0.000000e+00   0.000000e+00      2.1135   3.372415e-03  -1.000000e+00  -1.000000e+00      0
      0.134024    0.0902892056    0.6700130057    0.003483         0   0.000000e+00   0.000000e+00      2.1156   3.365843e-03  -1.000000e+00  -1.000000e+00      0
      0.134255    0.0905937295    0.6700130057    0.003495         0   0.000000e+00   0.000000e+00      2.1511   3.361423e-03  -1.000000e+00  -1.000000e+00      0
      0.134487    0.0908982966    0.6700130057    0.003507         0   0.000000e+00   0.000000e+00      2.1532   3.350636e-03  -1.000000e+00  -1.000000e+00      0
      0.134718    0.0912037126    0.6727078628    0.003518         0   0.000000e+00   0.000000e+00      2.1552   3.348723e-03  -1.000000e+00  -1.000000e+00      0
      0.134949    0.0915092997    0.6727078628    0.003530         0   0.000000e+00   0.000000e+00      2.1573   3.339410e-03  -1.000000e+00  -1.000000e+00      0
      0.135180    0.0918152651    0.6754004372    0.003542         0   0.000000e+00   0.000000e+00      2.1593   3.332403e-03  -1.000000e+00  -1.000000e+00      0
      0.135411    0.0921219015    0.6754004372    0.003553         0   0.000000e+00   0.000000e+00      2.1614   3.328594e-03  -1.000000e+00  -1.000000e+00      0
      0.135642    0.0924286055    0.6754004372    0.003565         0   0.000000e+00   0.000000e+00      2.1635   3.318280e-03  -1.000000e+00  -1.000000e+00      0
      0.135873    0.0927361447    0.6780907208    0.003577         0   0.000000e+00   0.000000e+00      2.1656   3.316282e-03  -1.000000e+00  -1.000000e+00      0
      0.136104    0.0930439055    0.6780907208    0.003589         0   0.000000e+00   0.000000e+00      2.1676   3.307695e-03  -1.000000e+00  -1.000000e+00      0
      0.136335    0.0933520020    0.6807787053    0.003601         0   0.000000e+00   0.000000e+00      2.1697   3.300374e-03  -1.000000e+00  -1.000000e+00      0
      0.136566    0.0936607825    0.6807787053    0.003612         0   0.000000e+00   0.000000e+00      2.1717   3.296795e-03  -1.000000e+00  -1.000000e+00      0
      0.136797    0.0939695951    0.6807787053    0.003624         0   0.000000e+00   0.000000e+00      2.1738   3.286304e-03  -1.000000e+00  -1.000000e+00      0
      0.137028    0.0942791675    0.6834643831    0.003636         0   0.000000e+00   0.000000e+00      2.1759   3.283572e-03  -1.000000e+00  -1.000000e+00      0
      0.137259    0.0945889697    0.6834643831    0.003648         0   0.000000e+00   0.000000e+00      2.1779   3.275246e-03  -1.000000e+00  -1.000000e+00      0
      0.137490    0.0948990555    0.6861477466    0.003660         0   0.000000e+00   0.000000e+00      2.1800   3.267533e-03  -1.000000e+00  -1.000000e+00      0
      0.137721    0.0952098601    0.6861477466    0.003672         0   0.000000e+00   0.000000e+00      2.1820   3.264417e-03  -1.000000e+00  -1.000000e+00      0
      0.137953    0.0955207028    0.6861477466    0.003684         0   0.000000e+00   0.000000e+00      2.1841   3.254191e-03  -1.000000e+00  -1.000000e+00      0
      0.138184    0.0958322713    0.6888287882    0.003696         0   0.000000e+00   0.000000e+00      2.1862   3.251186e-03  -1.000000e+00  -1.000000e+00      0
      0.138415    0.0961441048    0.6888287882    0.003708         0   0.000000e+00   0.000000e+00      2.1882   3.243396e-03  -1.000000e+00  -1.000000e+00      0
      0.138646    0.0964561773    0.6915075003    0.003720         0   0.000000e+00   0.000000e+00      2.1903   3.235382e-03  -1.000000e+00  -1.000000e+00      0
      0.138877    0.0967689966    0.6915075003    0.003732         0   0.000000e+00   0.000000e+00      2.2264   3.232639e-03  -1.000000e+00  -1.000000e+00      0
      0.139108    0.0970818499    0.6915075003    0.003744         0   0.000000e+00   0.000000e+00      2.2284   3.222572e-03  -1.000000e+00  -1.000000e+00      0
      0.139339    0.0973953931    0.6941838754    0.003756         0   0.000000e+00   0.000000e+00      2.2305   3.219281e-03  -1.000000e+00  -1.000000e+00      0
      0.139570    0.0977092437    0.6941838754    0.003768         0   0.000000e+00   0.000000e+00      2.2325   3.212088e-03  -1.000000e+00  -1.000000e+00      0
      0.139801    0.0980233013    0.6968579060    0.003780         0   0.000000e+00   0.000000e+00      2.2346   3.203907e-03  -1.000000e+00  -1.000000e+00      0
      0.140032    0.0983381404    0.6968579060    0.003792         0   0.000000e+00   0.000000e+00      2.2366   3.201597e-03  -1.000000e+00  -1.000000e+00      0
      0.140263    0.0986530032    0.6968579060    0.003804         0   0.000000e+00   0.000000e+00      2.2387   3.191619e-03  -1.000000e+00  -1.000000e+00      0
      0.140494    0.0989684967    0.6995295846    0.003816         0   0.000000e+00   0.000000e+00      2.2407   3.187818e-03  -1.000000e+00  -1.000000e+00      0
      0.140725    0.0992843024    0.6995295846    0.003828         0   0.000000e+00   0.000000e+00      2.2428   3.180821e-03  -1.000000e+00  -1.000000e+00      0
      0.140956    0.0996002381    0.7021989040    0.003840         0   0.000000e+00   0.000000e+00      2.2449   3.172038e-03  -1.000000e+00  -1.000000e+00      0
      0.141188    0.0999169497    0.7021989040    0.003852         0   0.000000e+00   0.000000e+00      2.2469   3.169748e-03  -1.000000e+00  -1.000000e+00      0
      0.141419    0.1002336498    0.7021989040    0.003865         0   0.000000e+00   0.000000e+00      2.2489   3.159618e-03  -1.000000e+00  -1.000000e+00      0
      0.141650    0.1005509202    0.7048658576    0.003877         0   0.000000e+00   0.000000e+00      2.2510   3.155321e-03  -1.000000e+00  -1.000000e+00      0
      0.141881    0.1008685320    0.7048658576    0.003889         0   0.000000e+00   0.000000e+00      2.2530   3.148770e-03  -1.000000e+00  -1.000000e+00      0
      0.142112    0.1011862411    0.7075304385    0.003901         0   0.000000e+00   0.000000e+00      2.2551   3.139845e-03  -1.000000e+00  -1.000000e+00      0
      0.142343    0.1015047695    0.7075304385    0.003913         0   0.000000e+00   0.000000e+00      2.2572   3.138063e-03  -1.000000e+00  -1.000000e+00      0
      0.142574    0.1018232935    0.7075304385    0.003926         0   0.000000e+00   0.000000e+00      2.2592   3.128203e-03  -1.000000e+00  -1.000000e+00      0
      0.142805    0.1021423590    0.7101926400    0.003938         0   0.000000e+00   0.000000e+00      2.2613   3.123733e-03  -1.000000e+00  -1.000000e+00      0
      0.143036    0.1024618239    0.7101926400    0.003950         0   0.000000e+00   0.000000e+00      2.2635   3.117893e-03  -1.000000e+00  -1.000000e+00      0
      0.143267    0.1027813979    0.7128524549    0.003962         0   0.000000e+00   0.000000e+00      2.2656   3.109259e-03  -1.000000e+00  -1.000000e+00      0
      0.143498    0.1031019088    0.7128524549    0.003975         0   0.000000e+00   0.000000e+00      2.2989   3.108680e-03  -1.000000e+00  -1.000000e+00      0
      0.143729    0.1034225250    0.7128524549    0.003987         0   0.000000e+00   0.000000e+00      2.3010   3.100061e-03  -1.000000e+00  -1.000000e+00      0
      0.143960    0.1037437644    0.7155098749    0.003999         0   0.000000e+00   0.000000e+00      2.3030   3.096469e-03  -1.000000e+00  -1.000000e+00      0
      0.144191    0.1040655467    0.7155098749    0.004012         0   0.000000e+00   0.000000e+00      2.3051   3.092112e-03  -1.000000e+00  -1.000000e+00      0
      0.144422    0.1043874800    0.7181648910    0.004024         0   0.000000e+00   0.000000e+00      2.3072   3.084021e-03  -1.000000e+00  -1.000000e+00      0
      0.144654    0.1047104295    0.7181648910    0.004036         0   0.000000e+00   0.000000e+00      2.3092   3.084216e-03  -1.000000e+00  -1.000000e+00      0
      0.144885    0.1050334995    0.7181648910    0.004049         0   0.000000e+00   0.000000e+00      2.3112   3.075876e-03  -1.000000e+00  -1.000000e+00      0
      0.145116    0.1053571533    0.7208174939    0.004061         0   0.000000e+00   0.000000e+00      2.3133   3.071967e-03  -1.000000e+00  -1.000000e+00      0
      0.145347    0.1056813795    0.7208174939    0.004073         0   0.000000e+00   0.000000e+00      2.3154   3.067960e-03  -1.000000e+00  -1.000000e+00      0
      0.145578    0.1060057306    0.7234676746    0.004086         0   0.000000e+00   0.000000e+00      2.3174   3.059750e-03  -1.000000e+00  -1.000000e+00      0
      0.145809    0.1063311156    0.7234676746    0.004098         0   0.000000e+00   0.000000e+00      2.3195   3.060111e-03  -1.000000e+00  -1.000000e+00      0
      0.146040    0.1066566500    0.7234676746    0.004111         0   0.000000e+00   0.000000e+00      2.3215   3.052171e-03  -1.000000e+00  -1.000000e+00      0
      0.146271    0.1069827547    0.7261154236    0.004123         0   0.000000e+00   0.000000e+00      2.3236   3.048199e-03  -1.000000e+00  -1.000000e+00      0
      0.146502    0.1073094931    0.7261154236    0.004136         0   0.000000e+00   0.000000e+00      2.3256   3.044824e-03  -1.000000e+00  -1.000000e+00      0
      0.146733    0.1076363756    0.7261154236    0.004148         0   0.000000e+00   0.000000e+00      2.3276   3.036915e-03  -1.000000e+00  -1.000000e+00      0
      0.146964    0.1079642602    0.7287607316    0.004161         0   0.000000e+00   0.000000e+00      2.3297   3.036973e-03  -1.000000e+00  -1.000000e+00      0
      0.147195    0.1082923188    0.7287607316    0.004173         0   0.000000e+00   0.000000e+00      2.3318   3.029380e-03  -1.000000e+00  -1.000000e+00      0
      0.147426    0.1086208790    0.7314035891    0.004186         0   0.000000e+00   0.000000e+00      2.3338   3.024835e-03  -1.000000e+00  -1.000000e+00      0
      0.147657    0.1089500614    0.7314035891    0.004198         0   0.000000e+00   0.000000e+00      2.3359   3.021406e-03  -1.000000e+00  -1.000000e+00      0
      0.147888    0.1092793329    0.7314035891    0.004211         0   0.000000e+00   0.000000e+00      2.3379   3.013118e-03  -1.000000e+00  -1.000000e+00      0
      0.148120    0.1096095167    0.7340439872    0.004223         0   0.000000e+00   0.000000e+00      2.3710   3.012364e-03  -1.000000e+00  -1.000000e+00      0
      0.148351    0.1099398737    0.7340439872    0.004236         0   0.000000e+00   0.000000e+00      2.3730   3.004888e-03  -1.000000e+00  -1.000000e+00      0
      0.148582    0.1102706824    0.7366819177    0.004249         0   0.000000e+00   0.000000e+00      2.3751   2.999969e-03  -1.000000e+00  -1.000000e+00      0
      0.148813    0.1106021667    0.7366819177    0.004261         0   0.000000e+00   0.000000e+00      2.3772   2.997087e-03  -1.000000e+00  -1.000000e+00      0
      0.149044    0.1109337913    0.7366819177    0.004274         0   0.000000e+00   0.000000e+00      2.3792   2.989392e-03  -1.000000e+00  -1.000000e+00      0
      0.149275    0.1112663715    0.7393173714    0.004287         0   0.000000e+00   0.000000e+00      2.3813   2.989045e-03  -1.000000e+00  -1.000000e+00      0
      0.149506    0.1115992650    0.7393173714    0.004299         0   0.000000e+00   0.000000e+00      2.3833   2.982936e-03  -1.000000e+00  -1.000000e+00      0
      0.149737    0.1119326887    0.7419503385    0.004312         0   0.000000e+00   0.000000e+00      2.3854   2.978787e-03  -1.000000e+00  -1.000000e+00      0
      0.149968    0.1122669401    0.7419503385    0.004325         0   0.000000e+00   0.000000e+00      2.3874   2.977292e-03  -1.000000e+00  -1.000000e+00      0
      0.150199    0.1126014415    0.7419503385    0.004338         0   0.000000e+00   0.000000e+00      2.3895   2.970668e-03  -1.000000e+00  -1.000000e+00      0
      0.150430    0.1129369603    0.7445808080    0.004351         0   0.000000e+00   0.000000e+00      2.3916   2.970850e-03  -1.000000e+00  -1.000000e+00      0
      0.150661    0.1132729180    0.7445808080    0.004364         0   0.000000e+00   0.000000e+00      2.3936   2.965914e-03  -1.000000e+00  -1.000000e+00      0
      0.150892    0.1136094492    0.7472087678    0.004376         0   0.000000e+00   0.000000e+00      2.3957   2.962177e-03  -1.000000e+00  -1.000000e+00      0
      0.151123    0.1139469132    0.7472087678    0.004389         0   0.000000e+00   0.000000e+00      2.3977   2.961589e-03  -1.000000e+00  -1.000000e+00      0
      0.151355    0.1142846819    0.7472087678    0.004402         0   0.000000e+00   0.000000e+00      2.3998   2.955503e-03  -1.000000e+00  -1.000000e+00      0
      0.151586    0.1146234649    0.7498342058    0.004415         0   0.000000e+00   0.000000e+00      2.4018   2.955616e-03  -1.000000e+00  -1.000000e+00      0
      0.151817    0.1149627347    0.7498342058    0.004428         0   0.000000e+00   0.000000e+00      2.4039   2.951128e-03  -1.000000e+00  -1.000000e+00      0
      0.152048    0.1153025324    0.7524571093    0.004441         0   0.000000e+00   0.000000e+00      2.4059   2.947010e-03  -1.000000e+00  -1.000000e+00      0
      0.152279    0.1156432745    0.7524571093    0.004454         0   0.000000e+00   0.000000e+00      2.4080   2.946493e-03  -1.000000e+00  -1.000000e+00      0
      0.152510    0.1159842914    0.7524571093    0.004467         0   0.000000e+00   0.000000e+00      2.4100   2.940198e-03  -1.000000e+00  -1.000000e+00      0
      0.152741    0.1163262538    0.7550774665    0.004480         0   0.000000e+00   0.000000e+00      2.4456   2.939684e-03  -1.000000e+00  -1.000000e+00      0
      0.152972    0.1166687089    0.7550774665    0.004493         0   0.000000e+00   0.000000e+00      2.4477   2.935278e-03  -1.000000e+00  -1.000000e+00      0
      0.153203    0.1170116262    0.7576952655    0.004506         0   0.000000e+00   0.000000e+00      2.4497   2.930626e-03  -1.000000e+00  -1.000000e+00      0
      0.153434    0.1173554927    0.7576952655    0.004520         0   0.000000e+00   0.000000e+00      2.4518   2.930127e-03  -1.000000e+00  -1.000000e+00      0
      0.153665    0.1176996009    0.7576952655    0.004533         0   0.000000e+00   0.000000e+00      2.4538   2.923614e-03  -1.000000e+00  -1.000000e+00      0
      0.153896    0.1180445799    0.7603104948    0.004546         0   0.000000e+00   0.000000e+00      2.4559   2.922447e-03  -1.000000e+00  -1.000000e+00      0
      0.154127    0.1183900446    0.7603104948    0.004559         0   0.000000e+00   0.000000e+00      2.4580   2.918022e-03  -1.000000e+00  -1.000000e+00      0
      0.154358    0.1187358850    0.7629231433    0.004572         0   0.000000e+00   0.000000e+00      2.4600   2.912686e-03  -1.000000e+00  -1.000000e+00      0
      0.154589    0.1190826493    0.7629231433    0.004585         0   0.000000e+00   0.000000e+00      2.4621   2.911963e-03  -1.000000e+00  -1.000000e+00      0
      0.154821    0.1194295820    0.7629231433    0.004599         0   0.000000e+00   0.000000e+00      2.4641   2.904914e-03  -1.000000e+00  -1.000000e+00      0
      0.155052    0.1197772594    0.7655332007    0.004612         0   0.000000e+00   0.000000e+00      2.4662   2.902700e-03  -1.000000e+00  -1.000000e+00      0
      0.155283    0.1201253535    0.7655332007    0.004625         0   0.000000e+00   0.000000e+00      2.4682   2.897758e-03  -1.000000e+00  -1.000000e+00      0
      0.155514    0.1204736693    0.7681406578    0.004638         0   0.000000e+00   0.000000e+00      2.4703   2.891219e-03  -1.000000e+00  -1.000000e+00      0
      0.155745    0.1208228185    0.7681406578    0.004652         0   0.000000e+00   0.000000e+00      2.4723   2.889762e-03  -1.000000e+00  -1.000000e+00      0
      0.155976    0.1211720113    0.7681406578    0.004665         0   0.000000e+00   0.000000e+00      2.4744   2.881794e-03  -1.000000e+00  -1.000000e+00      0
      0.156207    0.1215217953    0.7707455064    0.004678         0   0.000000e+00   0.000000e+00      2.4764   2.878364e-03  -1.000000e+00  -1.000000e+00      0
      0.156438    0.1218719299    0.7707455064    0.004692         0   0.000000e+00   0.000000e+00      2.4785   2.872972e-03  -1.000000e+00  -1.000000e+00      0
      0.156669    0.1222221686    0.7733477394    0.004705         0   0.000000e+00   0.000000e+00      2.4806   2.865591e-03  -1.000000e+00  -1.000000e+00      0
      0.156900    0.1225732186    0.7733477394    0.004719         0   0.000000e+00   0.000000e+00      2.4826   2.864003e-03  -1.000000e+00  -1.000000e+00      0
      0.157131    0.1229242849    0.7733477394    0.004732         0   0.000000e+00   0.000000e+00      2.4847   2.855955e-03  -1.000000e+00  -1.000000e+00      0
      0.157362    0.1232759099    0.7759473499    0.004745         0   0.000000e+00   0.000000e+00      2.5179   2.852342e-03  -1.000000e+00  -1.000000e+00      0
      0.157593    0.1236279593    0.7759473499    0.004759         0   0.000000e+00   0.000000e+00      2.5200   2.847652e-03  -1.000000e+00  -1.000000e+00      0
      0.157824    0.1239801466    0.7785443304    0.004772         0   0.000000e+00   0.000000e+00      2.5221   2.840675e-03  -1.000000e+00  -1.000000e+00      0
      0.158056    0.1243332730    0.7785443304    0.004786         0   0.000000e+00   0.000000e+00      2.5241   2.840160e-03  -1.000000e+00  -1.000000e+00      0
      0.158287    0.1246865206    0.7785443304    0.004799         0   0.000000e+00   0.000000e+00      2.5261   2.833086e-03  -1.000000e+00  -1.000000e+00      0
      0.158518    0.1250403939    0.7811386724    0.004813         0   0.000000e+00   0.000000e+00      2.5282   2.830072e-03  -1.000000e+00  -1.000000e+00      0
      0.158749    0.1253948184    0.7811386724    0.004826         0   0.000000e+00   0.000000e+00      2.5303   2.826468e-03  -1.000000e+00  -1.000000e+00      0
      0.158980    0.1257494167    0.7837303664    0.004840         0   0.000000e+00   0.000000e+00      2.5323   2.819880e-03  -1.000000e+00  -1.000000e+00      0
      0.159211    0.1261050353    0.7837303664    0.004853         0   0.000000e+00   0.000000e+00      2.5344   2.820020e-03  -1.000000e+00  -1.000000e+00      0
      0.159442    0.1264607948    0.7837303664    0.004867         0   0.000000e+00   0.000000e+00      2.5364   2.813200e-03  -1.000000e+00  -1.000000e+00      0
      0.159673    0.1268171338    0.7863194032    0.004881         0   0.000000e+00   0.000000e+00      2.5385   2.809865e-03  -1.000000e+00  -1.000000e+00      0
      0.159904    0.1271740218    0.7863194032    0.004894         0   0.000000e+00   0.000000e+00      2.5405   2.806296e-03  -1.000000e+00  -1.000000e+00      0
      0.160135    0.1275310011    0.7889057737    0.004908         0   0.000000e+00   0.000000e+00      2.5426   2.799157e-03  -1.000000e+00  -1.000000e+00      0
      0.160366    0.1278889439    0.7889057737    0.004921         0   0.000000e+00   0.000000e+00      2.5446   2.798857e-03  -1.000000e+00  -1.000000e+00      0
      0.160597    0.1282469815    0.7889057737    0.004935         0   0.000000e+00   0.000000e+00      2.5467   2.791782e-03  -1.000000e+00  -1.000000e+00      0
      0.160828    0.1286055295    0.7914894698    0.004949         0   0.000000e+00   0.000000e+00      2.5487   2.787968e-03  -1.000000e+00  -1.000000e+00      0
      0.161059    0.1289646636    0.7914894698    0.004962         0   0.000000e+00   0.000000e+00      2.5508   2.784748e-03  -1.000000e+00  -1.000000e+00      0
      0.161290    0.1293239237    0.7914894698    0.004976         0   0.000000e+00   0.000000e+00      2.5528   2.777986e-03  -1.000000e+00  -1.000000e+00      0
      0.161522    0.1296841654    0.7940704827    0.004990         0   0.000000e+00   0.000000e+00      2.5549   2.777839e-03  -1.000000e+00  -1.000000e+00      0
      0.161753    0.1300445969    0.7940704827    0.005004         0   0.000000e+00   0.000000e+00      2.5569   2.771599e-03  -1.000000e+00  -1.000000e+00      0
      0.161984    0.1304055486    0.7966488034    0.005017         0   0.000000e+00   0.000000e+00      2.5925   2.767917e-03  -1.000000e+00  -1.000000e+00      0
      0.162215    0.1307671420    0.7966488034    0.005031         0   0.000000e+00   0.000000e+00      2.5946   2.765171e-03  -1.000000e+00  -1.000000e+00      0
      0.162446    0.1311288532    0.7966488034    0.005045         0   0.000000e+00   0.000000e+00      2.5968   2.758440e-03  -1.000000e+00  -1.000000e+00      0
      0.162677    0.1314914736    0.7992244225    0.005059         0   0.000000e+00   0.000000e+00      2.5988   2.757749e-03  -1.000000e+00  -1.000000e+00      0
      0.162908    0.1318542663    0.7992244225    0.005072         0   0.000000e+00   0.000000e+00      2.6009   2.751467e-03  -1.000000e+00  -1.000000e+00      0
      0.163139    0.1322174833    0.8017973317    0.005086         0   0.000000e+00   0.000000e+00      2.6029   2.747118e-03  -1.000000e+00  -1.000000e+00      0
      0.163370    0.1325813204    0.8017973317    0.005100         0   0.000000e+00   0.000000e+00      2.6050   2.744257e-03  -1.000000e+00  -1.000000e+00      0
      0.163601    0.1329452281    0.8017973317    0.005114         0   0.000000e+00   0.000000e+00      2.6070   2.737275e-03  -1.000000e+00  -1.000000e+00      0
      0.163832    0.1333099697    0.8043675227    0.005128         0   0.000000e+00   0.000000e+00      2.6091   2.736042e-03  -1.000000e+00  -1.000000e+00      0
      0.164063    0.1336748854    0.8043675227    0.005142         0   0.000000e+00   0.000000e+00      2.6111   2.729875e-03  -1.000000e+00  -1.000000e+00      0
      0.164294    0.1340401550    0.8069349878    0.005156         0   0.000000e+00   0.000000e+00      2.6132   2.725076e-03  -1.000000e+00  -1.000000e+00      0
      0.164525    0.1344060415    0.8069349878    0.005169         0   0.000000e+00   0.000000e+00      2.6152   2.722247e-03  -1.000000e+00  -1.000000e+00      0
      0.164757    0.1347719596    0.8069349878    0.005183         0   0.000000e+00   0.000000e+00      2.6173   2.715091e-03  -1.000000e+00  -1.000000e+00      0
      0.164988    0.1351386400    0.8094997194    0.005197         0   0.000000e+00   0.000000e+00      2.6194   2.713365e-03  -1.000000e+00  -1.000000e+00      0
      0.165219    0.1355055045    0.8094997194    0.005211         0   0.000000e+00   0.000000e+00      2.6214   2.707377e-03  -1.000000e+00  -1.000000e+00      0
      0.165450    0.1358726733    0.8120617106    0.005225         0   0.000000e+00   0.000000e+00      2.6235   2.702301e-03  -1.000000e+00  -1.000000e+00      0
      0.165681    0.1362404897    0.8120617106    0.005239         0   0.000000e+00   0.000000e+00      2.6255   2.699758e-03  -1.000000e+00  -1.000000e+00      0
      0.165912    0.1366083389    0.8120617106    0.005253         0   0.000000e+00   0.000000e+00      2.6275   2.692729e-03  -1.000000e+00  -1.000000e+00      0
      0.166143    0.1369769127    0.8146209539    0.005267         0   0.000000e+00   0.000000e+00      2.6296   2.690773e-03  -1.000000e+00  -1.000000e+00      0
      0.166374    0.1373456962    0.8146209539    0.005281         0   0.000000e+00   0.000000e+00      2.6317   2.685075e-03  -1.000000e+00  -1.000000e+00      0
      0.166605    0.1377147264    0.8171774424    0.005295         0   0.000000e+00   0.000000e+00      2.6648   2.679672e-03  -1.000000e+00  -1.000000e+00      0
      0.166836    0.1380844054    0.8171774424    0.005309         0   0.000000e+00   0.000000e+00      2.6669   2.677196e-03  -1.000000e+00  -1.000000e+00      0
      0.167067    0.1384540772    0.8171774424    0.005323         0   0.000000e+00   0.000000e+00      2.6689   2.669996e-03  -1.000000e+00  -1.000000e+00      0
      0.167298    0.1388243950    0.8197311693    0.005338         0   0.000000e+00   0.000000e+00      2.6710   2.667527e-03  -1.000000e+00  -1.000000e+00      0
      0.167529    0.1391949184    0.8197311693    0.005352         0   0.000000e+00   0.000000e+00      2.6730   2.661903e-03  -1.000000e+00  -1.000000e+00      0
      0.167760    0.1395656186    0.8222821282    0.005366         0   0.000000e+00   0.000000e+00      2.6751   2.656100e-03  -1.000000e+00  -1.000000e+00      0
      0.167991    0.1399369700    0.8222821282    0.005380         0   0.000000e+00   0.000000e+00      2.6772   2.653705e-03  -1.000000e+00  -1.000000e+00      0
      0.168223    0.1403082822    0.8222821282    0.005394         0   0.000000e+00   0.000000e+00      2.6793   2.646403e-03  -1.000000e+00  -1.000000e+00      0
      0.168454    0.1406801695    0.8248303133    0.005408         0   0.000000e+00   0.000000e+00      2.6813   2.643495e-03  -1.000000e+00  -1.000000e+00      0
      0.168685    0.1410522637    0.8248303133    0.005422         0   0.000000e+00   0.000000e+00      2.6834   2.637988e-03  -1.000000e+00  -1.000000e+00      0
      0.168916    0.1414244739    0.8273757187    0.005436         0   0.000000e+00   0.000000e+00      2.6855   2.631865e-03  -1.000000e+00  -1.000000e+00      0
      0.169147    0.1417973606    0.8273757187    0.005451         0   0.000000e+00   0.000000e+00      2.6875   2.629715e-03  -1.000000e+00  -1.000000e+00      0
      0.169378    0.1421702216    0.8273757187    0.005465         0   0.000000e+00   0.000000e+00      2.6896   2.622638e-03  -1.000000e+00  -1.000000e+00      0
      0.169609    0.1425436551    0.8299183387    0.005479         0   0.000000e+00   0.000000e+00      2.6917   2.619784e-03  -1.000000e+00  -1.000000e+00      0
      0.169840    0.1429173772    0.8299183387    0.005493         0   0.000000e+00   0.000000e+00      2.6937   2.614952e-03  -1.000000e+00  -1.000000e+00      0
      0.170071    0.1432912296    0.8324581668    0.005508         0   0.000000e+00   0.000000e+00      2.6958   2.609039e-03  -1.000000e+00  -1.000000e+00      0
      0.170302    0.1436658346    0.8324581668    0.005522         0   0.000000e+00   0.000000e+00      2.6978   2.607475e-03  -1.000000e+00  -1.000000e+00      0
      0.170533    0.1440404435    0.8324581668    0.005536         0   0.000000e+00   0.000000e+00      2.6998   2.600720e-03  -1.000000e+00  -1.000000e+00      0
      0.170764    0.1444156051    0.8349951966    0.005550         0   0.000000e+00   0.000000e+00      2.7019   2.597792e-03  -1.000000e+00  -1.000000e+00      0
      0.170995    0.1447910987    0.8349951966    0.005565         0   0.000000e+00   0.000000e+00      2.7040   2.593347e-03  -1.000000e+00  -1.000000e+00      0
      0.171226    0.1451666971    0.8375294212    0.005579         0   0.000000e+00   0.000000e+00      2.7406   2.587359e-03  -1.000000e+00  -1.000000e+00      0
      0.171457    0.1455431014    0.8375294212    0.005593         0   0.000000e+00   0.000000e+00      2.7427   2.586205e-03  -1.000000e+00  -1.000000e+00      0
      0.171689    0.1459195456    0.8375294212    0.005608         0   0.000000e+00   0.000000e+00      2.7447   2.579807e-03  -1.000000e+00  -1.000000e+00      0
      0.171920    0.1462965597    0.8400608339    0.005622         0   0.000000e+00   0.000000e+00      2.7468   2.577054e-03  -1.000000e+00  -1.000000e+00      0
      0.172151    0.1466740057    0.8400608339    0.005636         0   0.000000e+00   0.000000e+00      2.7489   2.573367e-03  -1.000000e+00  -1.000000e+00      0
